Poem Name,Poem Content
Ghost in the Land of Skeletons,"                               For Russell Edson
If not for flesh's pretty paint, we're just a bunch of skeletons, working hard to deny the fact of bones. Teeth remind me that we die. That's why I never smile, except when looking at a picture of a ghost, captured by a camera lens, in a book about the paranormal. When someone takes a picture of a spirit, it gives me hope. I admire the ones who refuse to go away. Lovers scorned and criminals burned. I love the dead little girl who plays in her yard, a spectral game of hide and seek. It's the fact they don't know they're dead that appeals to me most. Like a man once said to me, Do you ever feel like you're a ghost? Sure, I answered, every day. He laughed at that and disappeared. All I could think was he beat me to it."
"My love is as a fever, longing still","It didn't take a Harvard Medical School degree
to detect you and I were not lovers destined to wed
but two viruses doing their best to infect each other,
two fevers that'd spread, different symptoms of the same
sickness. Past cure I am, now reason is past care.
Did I really wish to die? The doctor dismissed me
with the professional ease with which one might swat a fly,
as if for the fly's own good. So what
if you loved me more intimately than anyone ever would?
A cancer cell could say that of any body
it refused to let go. Once the heart was infected,
how could it be corrected? So what was I waiting for?
The truth is, the doctor smiled,
the microbe adores the flesh it's dating."
"Spring and All, XIV","Of death
the barber
the barber
talked to me

cutting my
life with
sleep to trim
my hair—

It's just
a moment
he said, we die
every night—

And of 
the newest
ways to grow
hair on

bald death—
I told him
of the quartz
lamp

and of old men
with third
sets of teeth
to the cue

of an old man
who said
at the door—
Sunshine today!

for which 
death shaves
him twice
a week"
Mother's Day,"        —for my children

I see her doing something simple, paying bills,
or leafing through a magazine or book,
and wish that I could say, and she could hear,

that now I start to understand her love
for all of us, the fullness of it.

It burns there in the past, beyond my reach,
a modest lamp."
From “Elegy in Joy”,"We tell beginnings: for the flesh and the answer,
or the look, the lake in the eye that knows,
for the despair that flows down in widest rivers,
cloud of home; and also the green tree of grace,
all in the leaf, in the love that gives us ourselves.
The word of nourishment passes through the women,
soldiers and orchards rooted in constellations,
white towers, eyes of children: 
saying in time of war What shall we feed?
I cannot say the end.
Nourish beginnings, let us nourish beginnings.
Not all things are blest, but the
seeds of all things are blest.
The blessing is in the seed.
This moment, this seed, this wave of the sea, this look, this instant of love.
Years over wars and an imagining of peace. Or the expiation journey
toward peace which is many wishes flaming together,
fierce pure life, the many-living home.
Love that gives us ourselves, in the world known to all
new techniques for the healing of the wound,
and the unknown world. One life, or the faring stars."
Get Used To It,"Wake up, even Monday the cup's still full,
lettuce rosette-ing up between sandstone scraps
by back steps where ladybugs swarm in
to die or lay eggs, some say, death-march
or birth-march looking about the same.


The rust of barn-sides: different chemical effect
than rust of oak-copse, burning with late fervor
beyond reaped cornfields."
Grasshopper,"It's funny when the mind thinks about the psyche,
as if a grasshopper could ponder a helicopter.

It's a bad idea to fall asleep
while flying a helicopter:

when you wake up, the helicopter is gone
and you are too, left behind in a dream,

and there is no way to catch up,
for catching up doesn't figure

in the scheme of things. You are
who you are, right now,

and the mind is so scared it closes its eyes
and then forgets it has eyes

and the grasshopper, the one that thinks
you're a helicopter, leaps onto your back!

He is a brave little grasshopper
and he never sleeps

for the poem he writes is the act
of always being awake, better than anything

you could ever write or do.
Then he springs away."
South,"In the small towns along the river
nothing happens day after long day.
Summer weeks stalled forever,
and long marriages always the same.
Lives with only emergencies, births,
and fishing for excitement. Then a ship
comes out of the mist. Or comes around
the bend carefully one morning
in the rain, past the pines and shrubs.
Arrives on a hot fragrant night,
grandly, all lit up. Gone two days
later, leaving fury in its wake.


For Susan Crosby Lawrence Anderson"
Dark Matter,"I’ve lived my life as if I were my wife
packing for a trip—I’ll need this and that
and I can’t possibly do without that!


But now I’m about
what can be done without.
I just need a thin valise.


There’s no place on earth
where I can’t unpack in a flash
down to a final spark of consciousness.


No place where I can’t enter
the joyless rapture
of almost remembering


I’ll need this and I’ll need that,
hoping to weigh less than silence,
lighter than light."
The Libraries Didn't Burn,"despite books kindled in electronic flames.

The locket of bookish love
still opens and shuts.

But its words have migrated
to a luminous elsewhere.

Neither completely oral nor written —
a somewhere in between.

Then will oak, willow,
birch, and olive poets return
to their digital tribes —

trees wander back to the forest?"
Last,"At dusk the streetlights
stand like beacons to the underworld,
a girl runs toward me beaded with rain
and sweat. I think husk, wheels—
seeds rattle, shake loose and a candle
is held to the egg's red mass she is
too young to see. In Pompeii those bodies
are not bodies but plaster poured
into the cavity where a body once lay,
no less a hand pushing back ash,
no less a woman with her unborn child
twisting for a pocket of air,
the forge, the fire, the glimpsed blade,
a door we close quickly, just as my brother
said Now I know I will die, and I thought
of course and not me in the same second.
We kept driving, arrived at the airport
and the next day our father did die—
aria, the birds rising at the sound
of the explosion and plums, succulent
ashy, burnished. Walking down the Spanish
Steps on a Sunday morning in October,
no one there yet, Keats' window open,
you said Ten or fifteen years from now
when I am gone, come back. You touched
our absence from each other,
the fifteen years ahead you've always had—
when in dreams I am older and you
remain as you were when we first met,
before devotion was returned,
or was it that I let it be—our lives together
suddenly recognizable as if seared pages
fallen from a larger book."
Eulogy,"To allow silence
To admit it in us

always moving
Just past

senses, the darkness
What swallows us

and we live amongst
What lives amongst us

*

These grim anchors
That brief sanctity

the sea
Cast quite far

when you seek
—in your hats black

and kerchiefs—
to bury me

*

Do not weep
but once, and a long

time then
Thereafter eat till

your stomach spills over
No more! you'll cry

too full for your eyes
to leak

*

The words will wait

*

Place me in a plain
pine box I have been

for years building
It is splinters

not silver
It is filled of hair

*

Even the tongues
of bells shall still

*

You who will bear
my body along

Spirit me into the six
Do not startle

at its lack of weight
How light"
After Us,"One day someone will fold our blankets
and send them to the cleaners
to scrub the last grain of salt from them,
will open our letters and sort them out by date
instead of by how often they've been read.

One day someone will rearrange the room's furniture
like chessmen at the start of a new game,
will open the old shoebox 
where we hoard pyjama-buttons,
not-quite-dead batteries and hunger.

One day the ache will return to our backs
from the weight of hotel room keys
and the receptionist's suspicion
as he hands over the TV remote control.

Others' pity will set out after us
like the moon after some wandering child."
Poem for Wisconsin,"In Milwaukee it is snowing

on the golden statue 

of the 1970s television star

whose television house

was in Milwaukee 

and also on the Comet Cafe

and on the white museum 

the famous Spanish architect 

built with a glass 

elevator through it

and a room with a button

that when you press it

makes two wings

on the sides of the building 

more quickly than you might 

imagine mechanically 

rise like a clumsy

thoughtful bird 

thinking now

I am at last ready 

over the lake

that has many moods

to fly but it will not

and people ask

who are we who see 

so much evil and try 

to stop it and fail 

and know we are no longer 

for no reason worrying 

the terrible governors 

are evil or maybe 

just mistaken and nothing 

can stop them not even 

the workers who keep 

working even when 

it snows on their heads

and on the bridge 

that keeps our cars 

above the water 

for an hour 

in northern California 

today it snowed 

and something

happened people 

turned their beautiful 

sparkling angry faces up"
The News from M—,"Here, where you all are,
language is an accessory

to bodies lying in the street,
prone in government rooms,

bloated in the waterways.
Or language is an accessory

to the refutation of bodies
lying etc. This too will pass

as search vessels in the delta
pass for smuggling operations

bringing illicit food to refugees
being autocued for media 

appearances. What commerce
would you with us all. What 

coverage can you offer for 
coastal breach, aid refusal,

for the taut sinews and caught 
breath of seated uprisen monks."
[white paper #28],"could get a credit card loan car
come and go without a never had
to think about a school work job
to open doors to buy a rent a nice
place yard park beside a walk
in any store without a never had
to dress to buy a dress shoes under-
wear to understate or –play myself
to make myself heard to get across
a street a never mind point I never
had to earn the right to climb 
my own if I should lose my key or
all I own my open door world was all
before me where to choose to and I"
Without Discussion,"What people said, what left the table dark.
None stayed inside the house, nor close around.
Each direction its direction bound.
Like when you leave the arcing thing to arc.
Like papers gather papers in the park.
We note the wind is what can't hold the ground.
While hearing transfer stations fill with sound.
And let the city alter a remark
a little further from explaining what
was meant. A creak again or just a creak
right then. Like leaning forward on the cart.
A structure falls to stay its every strut.
I'd like to speak. I said I'd like to speak.
And someone sighs, they broke the silent part."
Before,"I always thought death would be like traveling
in a car, moving through the desert,
the earth a little darker than sky at the horizon,
that your life would settle like the end of a day
and you would think of everyone you ever met,
that you would be the invisible passenger,
quiet in the car, moving through the night,
forever, with the beautiful thought of home."
Sutra,"Looking back now, I see 
I was dispassionate too often, 
dismissing the robin as common, 
and now can't remember what 
robin song sounds like. I hoarded
my days, as though to keep them 
safe from depletion, and meantime 
I kept busy being lonely. This 
took up the bulk of my time, 
and I did not speak to strangers 
because they might be boring, 
and there were those I feared 

would ask me for money. I was
clumsy around the confident, 
and the well bred, standing on 
their parapets, enthralled me,
but when one approached, I
fled. I also feared the street's 
down and outs, anxious lest 
they look at me closely, and 
afraid I would see their misery. 

I feared my father who feared 
me and did not touch me, 
which made me more afraid. 
My mother feared him too, 
and as I grew to be like him, 
she became afraid of me also. 
I kept busy avoiding dangers 
of many colors, fleeing from 
those with whom I had much 

in common. Now afternoon, 
one chair in the garden. Late
low light, the lilies still open,
sky beyond them preparing 
to close for the night. I'd 
made money, but had I kissed

a single lily? On the chair's
arm my empty cup. Its curved 
lip struck, bright in late light. 
I watch that last light going, 
leaving behind its brief burning
 which will come to nothing. 

The lilies still open, waiting.

Let me be that last sliver of light.
Let me be that last gleaming sliver of silver, 
there for an instant on the lily's petal, 

light speaking in tongues, tongues of flame."
The Moment,"Oh, the coming-out-of-nowhere moment

when,   nothing 

happens 

no what-have-I-to-do-today-list 


maybe   half a moment  

the rush of traffic stops.  

The whir of I should be, I should be, I should be 

slows to silence,

the white cotton curtains hanging still."
We Heard Health Care (audio only), Click the icon above to listen to this audio poem.
in the ruins,"we drank in the remains
of ruined buildings 
and we sat in a cave or
wrecked houses on farms given back to the bank 
listening to men who'd been raised
in ways that were lost
and we strained to make out
the use of their news
they were crazy or passed out 
speed notched with a cross
they drank from the flask and the mouth
they came in and shook off the rain
inflamed and dismayed 
calm and arcane 
the least one seethed chanting whitman for hours 
then wept at the dregs of the fire 
foam formed at the edge of their lips
we drank and waited for something to drop  
you and I looking and sifting
for signs written in wax 
we were young we knew how to die
but not how to last 
a small man who claimed he was blake raged 
all night and probably he was
he had god in his sights  
white crosses shone in our eyes or acid mandalic 
in the ruins the men talked: 
seraphic and broken 
glowing with gnosis and rubbish 
we sorted their mad sacred words 
these dog-headed guides to the life after 
and the life after that"
A Meadow,"What was it I was hungry about. Hunger, it is one 
Of the several contraptions I can turn on the off-button to at will.  

Yes, yes, of course it is an ""Art."" Of course I will not be here 
Long, not the way the percentages are going now.  

He might have been 
                                     Half-beautiful in a certain optic nerve

Of light, but legible only at particular  
                                     Less snowy distances. I was fixed on

The poplar and the dread.  The night was lung-colored 

And livid still—he would have my way 
                                     With me. In this district of late 

                                     Last light, indicated by the hour of
The beauty of his neck, his face Arabian in contour

Like a Percheron grazing in his dome of grass, 

If there is a god, he is not done
Yet, as if continuing to manhandle the still lives of

The confederate dead this far north, this time of year, each
Just a ghostly reason now. There are reasons:  One, 

Soon the wind will blow Pentecostal with the power of group prayer.

Two: the right to bear arms. Three: you did not find my empathy
Supernatural, at the very least.  

—Have you any ideas that are new?
   
I was fixed on the scythe and the harlequin, on the priggish
Butcher as he cuts the tender loin and

When I saw this spectacle, I wanted to live for a moment for
A moment.  However inelegant it was,

It was what it might have been to be alive, but tenderly.

                                     One thing. One thing. One thing:   

              Tell me there is
              A meadow, afterward."
"Untitled [The more I go, the harder it becomes to return]","The more I go, the harder it becomes to return. To anywhere. There is no one at the ocean this morning. I walked by the campsites and smelled eggs and pancakes. And there were sweet Oregon cherries and watermelon. I wonder if I can go back—what purpose there would be in it—or in any other thing? There’s something expensive both ways. Yesterday a woman told me to get a tide schedule and if the people refused to give it to me, I had to insist. She usually gets hers from the Hilton but I don’t know where that is so I just imagine the schedule. There is a tide. I can tell that much about anything. What’s before me, what isn’t. How it got there is a mystery involving only itself—I have no part in that, none at all—my job remains in the thing as it is in the moment it’s before me, having left all of its other places, having come this far to show up at all."
Little Exercise (audio only), Click the icon above to listen to this audio poem.
Love Calls Us to the Things of This World (audio only), Click the icon above to listen to this audio poem.
The Reader (audio only), Click the icon above to listen to this audio poem.
A Wedding Toast (audio only), Click the icon above to listen to this audio poem.
Lying (audio only), Click the icon above to listen to this audio poem.
The Not Tale (Funeral),"The great labour of appearance
served the making of the pyre.
But how
nor how
How also
how they
shal nat be toold
shall not be told.
Nor how the gods
nor how the beestes and the birds
nor how the ground agast
Nor how the fire
first with straw
and then with drye
and then with grene
and then with gold
and then.
Now how a site is laid like this.
Nor what
nor how
nor what she spak, nor what was her desire
Nor what jewels
when the fire
Nor how some threw their
and some their
and their
and cups full of wine and milk
and blood
into the fyr
into the fire
Nor how three times
and three times with
and three times how
and how that
Nor how
nor how
nor how
nor who
I cannot tell
nor can I say
but shortly to the point
I turn
and give my tale an end."
About Foam,"A paradoxical pleasure is both solid nor liquid that can be wet, dry, hard, soft, expansive, changeable. An intricate and hollow polymer network is energy transport at its finest, a compound structure of gas nor bubbles nor fans. Once hardened it can be tough to break. What binds. A gel for instance can envelop like an elastic skin. It can be prodded distorted pushed about, yet will bounce back and hold its shape. Under greater surface tension, it breaks into liquid starts to flow. A resilient responsive substance is mysterious, swift to morph, ever present in all that is cellular and delivers a shake-up. It supports the many invisible synthetic demands of industry-dependent living from insulants to binding agents. It has naturally assisted in the solidification of soap, the rising of bread, egg whites, and soufflés since the 17th century. The old ponce pumice stone works on hard callouses. Once exploded it can be hard as ash. The skeletal containers of dead sponges were used by Romans for brushes and combs, and for cups. Proust's memory work is foamic in a foam-lined room. A sudden foaming from the mouth for instance is the warning of miles of a thick sluggish matter heaped along coastlines, or bubbling up, obstructing the flow of vast industrial evacuation conduits. Matter turns unwelcoming, seemingly unregonisable. A persistent reactivity to events in its surroundings acts on a profound imbalance, the sign of a system being worked beyond capacity. Foams everywhere like the letter e, down to the alveolar structure."
Lament of the Middle Man,"In late October in the park
the autumn's faults begin to show:
the houses suddenly go stark
beyond a thinning poplar row;
the edges of the leaves go brown
on every chestnut tree in town.

The honking birds go south again
where I have gone in better times;
the hardy ones, perhaps, remain
to nestle in the snowy pines.
I think of one bold, raucous bird
whose wintry song I've often heard.

I live among so many things
that flash and fade, that come and go.
One never knows what season brings
relief and which will merely show
how difficult it is to span
a life, given the Fall of Man.

The old ones dawdle on a bench,
and young ones drool into their bibs;
an idle boffer, quite a mensch,
moves fast among the crowd with fibs.
A painted lady hangs upon
his word as if his sword was drawn.

Among so many falling fast
I sometimes wonder why I care;
the first, as ever, shall be last;
the last are always hard to bear.
I never know if I should stay
to see what ails the livelong day.

I never quite know how to ask
why some men wear bright, silver wings
while others, equal to the task,
must play the role of underlings.
""It's what you know, not who,"" they swore.
I should have known what to ignore.

I started early, did my bit
for freedom and the right to pray.
I leaned a little on my wit,
and learned the sort of thing to say,
yet here I am, unsatisfied
and certain all my elders lied.

A middle man in middle way
between the darkness and the dark,
the seasons have tremendous sway:
I change like chestnuts in the park.
Come winter, I'll be branches, bones;
come spring, a wetness over stones."
Fairbanks Under the Solstice,"Slowly, without sun, the day sinks
toward the close of December.
It is minus sixty degrees.

Over the sleeping houses a dense
fog rises—smoke from banked fires,
and the snowy breath of an abyss
through which the cold town
is perceptibly falling.

As if Death were a voice made visible, 
with the power of illumination …

Now, in the white shadow
of those streets, ghostly newsboys
make their rounds, delivering 
to the homes of those
who have died of the frost
word of the resurrection of Silence."
Chita Ground,"The blazes mine
Chita ground
been flown
been hampered
away

Authorities say
to the East
a blue camouflage gold
gold mine
camouflaged

          ""The cause of the fire is not yet unclear.""

The company owns the mine
—not yet unclear—
the bodies of 12
12 miners there
there clear

          ""My brother's there.
          I can't say anymore""
          some said saying

Most popular
trapped miners
the other guys
Russia's gold
got smoky
got baskets

One miner described
safety 
as
O

Have breathing devices
have many accidents
have the bosses
have happened

Have since been flown
after the blaze unclears
unclear miners flown
down above the ground."
Complaint,"The faucets squeeze 
out a dribble of rust.  
The stained slip-covers 

fray like seaweed. Scruffy, haggled
weeds confined to broken pots; 
shy, disfigured poppies; 

a barked rose succumbing
to white-frocked aphids—
the garden doesn't work. The heater

doesn't work. Nothing works.
Who lives in such a house?  
The pipes piss and moan,

as if forced to pay taxes.
If there are dream houses, 
are there undreamed houses

full of the things we desire,
or only those we deserve?
Perhaps they are the homes 

of strange gods with some
incomprehensible, whimsical 
way of looking at things.

You said we waded through the mysteries to get here."
The House,"Sometimes, on waking, she would close her eyes
For a last look at that white house she knew
In sleep alone, and held no title to,
And had not entered yet, for all her sighs.

What did she tell me of that house of hers?
White gatepost; terrace; fanlight of the door;
A widow's walk above the bouldered shore;
Salt winds that ruffle the surrounding firs.

Is she now there, wherever there may be?
Only a foolish man would hope to find
That haven fashioned by her dreaming mind.
Night after night, my love, I put to sea."
The Very Nervous Family,"Mr. Horowitz clutches a bag of dried apricots to his chest. Although the sun is shining, there will probably be a storm. Electricity will be lost. Possibly forever. When this happens the very nervous family will be the last to starve. Because of the apricots. ""Unless,"" says Mrs. Horowitz, ""the authorities confiscate the apricots."" Mr. Horowitz clutches the bag of dried apricots tighter. He should've bought two bags. One for the authorities and one for his very nervous family. Mrs. Horowitz would dead bolt the front door to keep the authorities out, but it is already bolted. Already dead. She doesn't like that phrase. Dead bolt. It reminds her of getting shot before you even have a chance to run. ""Everyone should have at least a chance to run,"" says Mrs. Horowitz. ""Don't you agree, Mr. Horowitz?"" Mrs. Horowitz always refers to her husband as Mr. Horowitz should they ever one day become strangers to each other. Mr. Horowitz agrees. When the authorities come they should give the Horowitzs a chance to run before they shoot them for the apricots. Eli Horowitz, their very nervous son, rushes in with his knitting. ""Do not rush,"" says Mr. Horowitz, ""you will fall and you will die."" Eli wanted ice skates for his birthday. ""We are not a family who ice skates!"" shouts Mrs. Horowitz. She is not angry. She is a mother who simply does not wish to outlive her only son. Mrs. Horowitz gathers her very nervous son up in her arms, and gently explains that families who ice skate become the ice they slip on. The cracks they fall through. The frost that bites them. ""We have survived this long to become our own demise?"" asks Mrs. Horowitz. ""No,"" whispers Eli, ""we have not."" Mr. Horowitz removes one dried apricot from the bag and nervously begins to pet it when Mrs. Horowitz suddenly gasps. She thinks she may have forgotten to buy milk. Without milk they will choke on the apricots. Eli rushes to the freezer with his knitting. There is milk. The whole freezer is stuffed with milk. Eli removes a frozen half pint and glides it across the kitchen table. It is like the milk is skating. He wishes he were milk. Brave milk. He throws the half pint on the floor and stomps on it. Now the milk is crushed. Now the milk is dead. Now the Horowitzs are that much closer to choking. Mr. and Mrs. Horowitz are dumbfounded. Their very nervous son might be a maniac. He is eight. God is punishing them for being survivors. God has given them a maniac for a son. All they ask is that they not starve, and now their only son is killing milk. Who will marry their maniac? No one. Who will mother their grandchildren? There will be no grandchildren. All they ask is that there is something left of them when they are shot for the apricots, but now their only son is a maniac who will give them no grandchildren. Mr. Horowitz considers leaving Eli behind when he and Mrs. Horowitz run for their lives."
My First Roses,"My first roses brought me to my senses.
All my furies, I launched them like paper boats 
in the algaed pond behind my house. 

First they were pale, then peach and blood red.
You could be merciless trimming them back.
You could be merciless and I needed that.

Emerald green with crimson tips,
these were no crowns of thorns.
They would not portend nor intimate.

But if you fed them they'd branch out:
two generations in a single summer.
One had a scent of fruit & violet, the other

blazed up, a flotilla of lips on the lawn."
Exoskeletal Gesture,Venom erupted from the trees when the vital system of the brook reset its serum stem. Can suspended snakes compose a more careless music? Do two detached wings count as an exoskeletal gesture? A hiss is the sound the sky would make if these leaves revived their flight.
Kristin’s Dream in November,"I went thru the turnstyle to the party
In the risqué penthouse that was not
A penthouse, I followed people but maybe
They weren’t people, it was ethical
To follow them over the edges of the balloons
Until we found some tapsons to eat, heartily
We indulged & found the right move in relation
To the movements of the lion’s mouth, the mouth
Which counted all who entered & left waywardly
Haphazardly the immigrant sphere where
Frozen petals fell behind the red curtain
So slowly they woke me like a knock on door #7
         Behind which I’m dreaming
         & trying to tango remorselessly"
The Moon in Time Lapse,"The moon in time lapse sliding over skyline
the way a remote frisbee might wheel through air
as slowly as a banjo once floated across the wide
Missouri River in my mind when as a boy
the devil to pay permitted me to dream-up
my get-away from home, far from my parents'
witchy vigilance & the wine-barrel cellars
of their household—this after my experimental
stuffing of a dinner fork into a light socket
in the green gazebo under backyard grapevines.
That fuse box blown & blackened was the bliss
of departure—it was thrilling, but sometimes
I have to stop to touch my life & see if it's real.
How surprising to find that I wanted so much,
and mostly got it. My fantasies are fewer now
(one involves living through a day without
resentments, the other getting seated next to
gorgeous Fanny Ardant on a puddle jumper).
No need to see my life as a story the world
has to read, no need for sentimental
mooning & nostalgia—blessed with a bit
of amnesia anyway, I don't recall much
of what went down. I know that it's engraved
there on some cellular level, & that I can't
command the consequences. Like a spider
who has climbed atop a survey stake in a bull-
dozed field, I feel slightly truer in any case."
Egg Candling,"Shadow=life
in its thin citadel
porous to light and air,
the only place on earth
able to produce a feather.
A penlight's probe determines
whether the settlement will be
vacant forever or hides
hackles that might one
morning, rising,
crow."
Strip Show,"Lightning-torn bark lured on the lower limbs, a sym-
bol of how a bole bares itself in time. I've tried

to wear my sheddings so gracefully
that finches will not flush at the foul capillary sheen my

systolic nerve acts out its barn-raisings slash burnings by.
Have a heart. Mine murmurs yes and no and yet now."
Psalm of Home Redux,"        after rereading Cormac McCarthy and taking
             a 5 mile run through the River Ranch
                                                     

                    Laughter is also a form of prayer
                                             —Kierkegaard

Okay then, right here,
Lord, in Bandera,
tether me to my shadow
like a fat spavined mule
stuck sideways in Texas tank mud
bawling for eternity

At midnight's closing whine
of the 11th Street Bar's steel guitar,
when the stars slip their traces
and race the moon like wild horses
to their death in the darkness,
let my hoarse song twine with the night wind

May the bray of today's good laughter
fall like a brittle top branch
wind nudged from a sprawling live oak
straight down like early spring sleet
to the hill country's bent
and trembling bluebonnet covered knees"
Wolf Cento,"Very quick. Very intense, like a wolf
at a live heart, the sun breaks down.
What is important is to avoid
the time allotted for disavowels
as the livid wound
leaves a trace      leaves an abscess
takes its contraction for those clouds
that dip thunder & vanish
like rose leaves in closed jars.
Age approaches, slowly. But it cannot
crystal bone into thin air.
The small hours open their wounds for me.
This is a woman's confession:
I keep this wolf because the wilderness gave it to me.


Sources: [Anne Sexton, Dylan Thomas, Larry Levis, Ingeborg Bachmann, Octavio Paz, Henri Michaux, Agnes Nemes Nagy, Joyce Mansour, William Burroughs, Meret Oppenheim, Mary Low, Adrienne Rich, Carl Sandburg]"
Almost There,"Hard to imagine getting
anywhere near another semi-
nude encounter down this concrete
slab of interstate, the two of us
all thumbs—

white-throated swifts mating mid-flight
instead of buckets of
crispy wings thrown down
hoi polloi—
an army of mouths

eager to feed
left without any lasting sustenance.
Best get down on all fours.
Ease our noses past
rear-end collisions wrapped around

guardrails shaking loose their bolts
while unseen choirs jacked on
airwaves go on preaching
loud and clear to every 
last pair of unrepentant ears—"
His Excellency General Washington,"   Celestial choir! enthron'd in realms of light,
Columbia's scenes of glorious toils I write.
While freedom's cause her anxious breast alarms,
She flashes dreadful in refulgent arms.
See mother earth her offspring's fate bemoan,
And nations gaze at scenes before unknown!
See the bright beams of heaven's revolving light
Involved in sorrows and the veil of night!
   The Goddess comes, she moves divinely fair,
Olive and laurel binds Her golden hair:
Wherever shines this native of the skies,
Unnumber'd charms and recent graces rise.
   Muse! Bow propitious while my pen relates
How pour her armies through a thousand gates,
As when Eolus heaven's fair face deforms,
Enwrapp'd in tempest and a night of storms;
Astonish'd ocean feels the wild uproar,
The refluent surges beat the sounding shore;
Or think as leaves in Autumn's golden reign,
Such, and so many, moves the warrior's train.
In bright array they seek the work of war,
Where high unfurl'd the ensign waves in air.
Shall I to Washington their praise recite?
Enough thou know'st them in the fields of fight.
Thee, first in peace and honors—we demand
The grace and glory of thy martial band.
Fam'd for thy valour, for thy virtues more,
Hear every tongue thy guardian aid implore!
   One century scarce perform'd its destined round,
When Gallic powers Columbia's fury found;
And so may you, whoever dares disgrace
The land of freedom's heaven-defended race!
Fix'd are the eyes of nations on the scales,
For in their hopes Columbia's arm prevails.
Anon Britannia droops the pensive head,
While round increase the rising hills of dead.
Ah! Cruel blindness to Columbia's state!
Lament thy thirst of boundless power too late.
   Proceed, great chief, with virtue on thy side,
Thy ev'ry action let the Goddess guide.
A crown, a mansion, and a throne that shine,
With gold unfading, WASHINGTON! Be thine."
U-District Incident Report,"Apparently they want your body parts. They frisk you for

Your handset, earbud, bluetooth, cellphone, iPad, thumb drive, memory stick

And laptop.    You won't need any of it soon.    Give them 

The finger too."
The Truth About the Present,"after Bei Dao
when rivers are intoxicated
with dioxide you gather lotus shoots
to pick their pockets is
the clock of the age

when the last songbird
shivers with undue cold like wires overhead
to handle harsh metals is
the clock of the age

when your keyboard dissolves
in the pit of nations
to write in echoes is
the clock of the age

when you forge transparencies
in the foundries upstream
the bridges are blocked by karaoke
their digital sand is
the clock of the age

the cell phone's face is always
time-dependent on fingers somewhere
today opens to the nearby delta 
and tomorrow 
is the clock of the age"
from Dies: A Sentence,"The maw that rends without tearing, the maggoty claw that serves you, what, my baby buttercup, prunes stewed softly in their own juices or a good slap in the face, there's no accounting for history in any event, even such a one as this one, O, we're knee-deep in this one, you and me, we're practically puppets, making all sorts of fingers dance above us, what do you say, shall we give it another whirl, we can go naked, I suppose, there's nothing to stop us and everything points in that direction, do you think there will be much music later and of what variety, we've that, at least, now that there's plenty of pieces to be gathered by the wool-coated orphans and their musty mums, they'll put us in warm wicker baskets, cover us with a cozy blanket of snow, and carry us home, walking carefully through the rubble and around the landmines, or visa versa, poor little laddy's lost his daddy, pauvre unminted lamb, you'd give him a chuck on the chin if you still had arms, sure as I'd pitch myself into a highland fling for the sake of the neighbors, but they say or at least said once and if we're very quiet we might hear them again, that all of us will reune with all of us when the time comes, our bits and pieces will cling-a-ling to our cores like fillings rag a magnet, think how big we'll be then, we'll spread from sea to see, sky's the limit for philomel and firmament, and there will be Indians and buffalo and a hero's welcome, I've always wanted a hero's welcome, it's due, said the capitulate archduke, doubtless they'll put us in long black cars and someone's sure to have a picnic, that's the beauty of it, someone's always sure to have a picnic, and we'll laugh when they salt and pepper their hard eggs and be glad to lend our long bones for rude goalposts, what's that, that sound, nothing, you say, right again, nothing walks heavily, nothing stomps about, the big turd, carding its beard with a baleen comb, and lovingly licking the mirror in the eggcup, it fixes red-hot ingots to its ears and pirouettes in a pineneedle shawl, showing itself off to one and all, it's a braggart and a pimp, this nothing, ups the short hairs nonetheless, doesn't it, but that's all right, continue making your stew, sun's swallowed and we've plenty of hours to morn, assuming there's to be another dawn, I'm keeping the faith on that one, my friend, my comrade, my comparison, why I'd light a candle and pray, if I weren't afraid of snipers, still, a campfire seems safe enough, at least for cooking, no one'd be so mean as to shoot a man before his supper, what's the sport in that, better to let a body leisure and sup, knowing there's no time to digest, for it's utter contempt you're after, that and the absolute beauty of wasted sweet butter, it was important that the last bite taste better, though saltless, we've St. Maladroit to clap for that, the silvertongued one, he who proved birds traitors for singing what must be sung, thoughtless, dolce, thoughtless, still, perhaps the next one will use a beer batter, make a nice soda bread, slather it with the whitest spread, that's good shooting, my darling, right between hiccoughs, speaking of which, how's your arm, you complained earlier, though quietly, you didn't want to disturb my concentration, I was squeezing oranges into cans and setting up camp, there's so much to do before a battle, don't you agree, put shoes into trees and try our hair in different styles, I thoughtfully chalked some names and addresses on our backs to facilitate false identification of our remains, unfortunately it makes us better targets..."
