Poem Name,Poem Content
If I Had Known,"     If I had known
Two years ago how drear this life should be,
And crowd upon itself all-strangely sad,
Mayhap another song would burst from out my lips,
Overflowing with the happiness of future hopes;
Mayhap another throb than that of joy.
Have stirred my soul into its inmost depths,
                                    If I had known.
     If I had known,
Two years ago the impotence of love,
The vainness of a kiss, how barren a caress,
Mayhap my soul to higher things have soarn,
Nor clung to earthly loves and tender dreams,
But ever up aloft into the blue empyrean,
And there to master all the world of mind,
                                    If I had known."
"Daedalus, After Icarus","Boys begin to gather around the man like seagulls.
He ignores them entirely, but they follow him
from one end of the beach to the other.
Their footprints burn holes in the sand.
It’s quite a sight, a strange parade:
a man with a pair of wings strapped to his arms
followed by a flock of rowdy boys.
Some squawk and flap their bony limbs.
Others try to leap now and then, stumbling
as the sand tugs at their feet. One boy pretends to fly
in a circle around the man, cawing in his face.
We don’t know his name or why he walks
along our beach, talking to the wind.
To say nothing of those wings. A woman yells
to her son, Ask him if he’ll make me a pair.
Maybe I’ll finally leave your father.
He answers our cackles with a sudden stop,
turns, and runs toward the water.
The children jump into the waves after him.
Over the sound of their thrashes and giggles,
we hear a boy say, We don’t want wings.
We want to be fish now."
The Blue Dress,"Her blue dress is a silk train is a river
is water seeps into the cobblestone streets of my sleep, is still raining
is monsoon brocade, is winter stars stitched into puddles
is good-bye in a flooded, antique room, is good-bye in a room of crystal bowls
and crystal cups, is the ring-ting-ring of water dripping from the mouths
of crystal bowls and crystal cups, is the Mississippi River is a hallway, is leaks
like tears from windowsills of a drowned house, is windows open to waterfalls
is a bed is a small boat is a ship, is a current come to carry me in its arms
through the streets, is me floating in her dress through the streets
is only the moon sees me floating through the streets, is me in a blue dress
out to sea, is my mother is a moon out to sea."
Boy in a Stolen Evening Gown,"In this field of thistle, I am the improbable
lady. How I wear the word: sequined weight
snagging my saunter into overgrown grass, blonde
split-end blades. I waltz in an acre of bad wigs.
Sir who is no one, sir who is yet to come, I need you
to undo this zipped back, trace the chiffon
body I’ve borrowed. See how I switch my hips
for you, dry grass cracking under my pretend
high heels? Call me and I’m at your side,
one wildflower behind my ear. Ask me
and I’ll slip out of this softness, the dress
a black cloud at my feet. I could be the boy
wearing nothing, a negligee of gnats."
How It Is,"The sun drags worlds behind it
planets at its ankles 
it hauls you out of bed
into the kitchen where
spoon by spoon the sun
draws itself through your body
this goes on and on one foot
after another through the usual rooms
while stars are dropping off the map
the sun drags the pen across the page
and out the sides of your eyes
the sky spins your tears
into a poem that falls back
on graves of lovers
and gardens of strangers
the sun without fail
pulls the coat of loneliness over your arms
as you walk in your own footprints
until you reach the place
where we can read these words together"
Centering the House,"All night Kansas
the lungs of the continent
takes a sip of the galaxy
swirling stars and barbed wire
sofabeds and willows
books and doors banging open 
signs disappear whole towns
ditch themselves in the countryside
I stir the coffee to center the house
the place our mothers and fathers
and theirs and theirs passed through
their aprons strung on telephone wires
this tunnel of wind this trial        
makes trees throw back their heads                                               
and hair on our arms stand up        
we’re nothing but breath on its way through the woods"
The Breathing Field,"Between each vertebra
is the through line
of your life’s story,
where the setting sun
has burned all colors
into the cord.  Step
over.  Put on the dark
shirt of stars. 
A full moon rises
over the breathing field,
seeps into clover and the brown
lace of its roots
where insects are resting
their legs.  Take in the view.
So much is still
to be seen.  Get back
behind your back, behind
what is behind you. "
Walking Water,"Inside us the ocean
sways like a cradle
in which we rock     rock  
and are drawn like the tide
to the moon twice a day
we carry our water and it carries us
we are a good pail with legs
foot by foot on the turning
mountain of the world
water walking on the prairie
walking water on the road
up the stairs through a door
where the view rushes out of us
through the window to the woods
rushing water in the desert
rushing water in this chair
and that one you’re in
water walking
and what is solid is not at all
what we thought     the rock
worn away by the rocking"
The First Person Who Will Live to Be One Hundred and Fifty Years Old Has Already Been Born,"[For Petra]
Scientists say the average human
life gets three months longer every year.
By this math, death will be optional. Like a tie
or dessert or suffering. My mother asks
whether I’d want to live forever.
“I’d get bored,” I tell her. “But,” she says,
“there’s so much to do,” meaning
she believes there’s much she hasn’t done.
Thirty years ago she was the age I am now
but, unlike me, too industrious to think about
birds disappeared by rain. If only we had more
time or enough money to be kept on ice
until such a time science could bring us back.
Of late my mother has begun to think life
short-lived. I’m too young to convince her
otherwise. The one and only occasion
I was in the same room as the Mona Lisa,
it was encased in glass behind what I imagine
were velvet ropes. There’s far less between
ourselves and oblivion—skin that often defeats
its very purpose. Or maybe its purpose
isn’t protection at all, but rather to provide
a place, similar to a doctor’s waiting room,
in which to sit until our names are called.
Hold your questions until the end.
Mother, measure my wide-open arms—
we still have this much time to kill."
Legendary,"You want me to say who I am and all of that?
                Pepper LaBeija
What girl gives up an opportunity
to talk about herself? Not I. Not today.
I won’t bore you with my biography—
just a few highlights from my résumé.
I don’t aspire; I’m whom one aspires to.
The most frequently asked question isn’t
WWJD? It’s what would Pepper LaBeija do?
Really the question should be what hasn’t
she done? I’ve been walking now two decades
and got more grand prizes than all the rest.
I hate to brag, but I’m a one-man parade,
Jehovah in drag, the church in a dress.
Outside these walls I may be irrelevant,
but here I’m the Old and the New Testament."
Clue,"i.  
“Hands down, mustard
is the tastiest condiment,” coughed Professor Plum—
his full mouth feigning hunger for the greens-
only sandwiches Mrs. White
laid out for Mr. Boddy’s guests. Miss Scarlet
hadn’t time to peel off her peacoat
before the no-frills food, which she declined, and a pre-cocktail
cocktail, which she accepted. Colonel Mustard
refused all fare, citing the risk of sullying his scarlet
and gold Marine Corps suit, then ate the sugarplums
that happenchanced his pockets like lint. Mrs. White
funneled the motley crew into the green- 
house, where Mr. Green
was rumoring—his hand bridging his mouth to Mrs. Peacock’s
ear in an effort to convince the white-
haired heiress that the sandwich-making maidservant must’ve
poisoned their plum
wine. Mr. Boddy’s award-winning scarlet
runners initially amused Miss Scarlet,
the way one is amused by another with the same name. Mr. Green
thought it odd Mr. Boddy didn’t show, told Professor Plum
as much. “Here we are, pretty as peacocks,
and our host is nowhere to be found,” twirling his mustache
like the villain in a silent black and white.
Minutes into the conservatory tour, Mrs. White
introduced Mr. Boddy, who lay facedown in a scarlet-
berried elder. “This man,” Colonel Mustard
said, “is dead. I know death, even when it’s camouflaged by greenery.”
The discovery proved too much for Mrs. Peacock’s
usual aplomb—
           
she fainted into the arms of Professor Plum.
When she came to, he appeared to her the way a white
knight would look to a distressed damsel. Semiconscious, Mrs. Peacock
pointed to the deceased’s pet Scarlet
Tanager perched on a lead pipe between the body and a briefcase gushing green-
backs. Right away, Colonel Mustard 
mustered up an alibi about admiring Mr. Boddy’s plumerias.
Mr. Green followed suit with his own white-
washed version involving one Miss Scarlet and a misdemeanor plea copped…
  ii.

“Dinner is served,” said Mrs. White,
inviting Mr. Boddy’s guests by their noms de plume
into the dining room for a precooked
reheated repast. Miss Scarlet
passed the pickings, which didn’t pass muster,
to a rather ravenous Mr. Green.
Nobody faked affability better than Mr. Green,
waving his napkin like a white
flag, acting out the conquered in Colonel Mustard’s
combat stories. Here was Professor Plum’s
chance to charm a certain lady, catching what he called scarlet
fever. “I’ve seen more convincing peacocking

from a tadpole,” quipped Mrs. Peacock,
retiring to the library, green
tea in hand and a tickled Miss Scarlet
in tow. Mr. Boddy’s absence was so brazen it bred white
noise not even tales of exemplum
heroism, narrated by and starring Colonel Mustard,
could quiet—his presence, by all accounts, as keen as mustard
and showy as a pride of peacocks.
Like a boy exiled to his room, Professor Plum
excused himself, giving the others the green
light to do the same. Mrs. White
was in the kitchen scouring skillets
when she heard who she thought was Miss Scarlet
scream. Mr. Boddy’s musty
old library was a crime scene, his final fall on this white-
knuckle ride towards death. “For the dead,” Mrs. Peacock
said, “the grass is greener
on the side of the living.” While plumbing
Mr. Boddy’s body for clues, Professor Plum
found no visible wound—the would-be host appeared scarless,
despite blood haloing his head on the shagreen
rug and a bloodstained candlestick Colonel Mustard  
recognized from dinner. Mrs. Peacock
avoided the sight, turning white
as the sheet with which Mrs. White covered the corpse. Plum
sick of the “poppycock” accusations, she sped into the starlit
night in a ragtop mustang belonging to Mr. Green."
Even the Gods,"Even the gods misuse the unfolding blue. Even the gods misread the windflower’s nod toward sunlight as consent to consume. Still, you envy the horse that draws their chariot. Bone of their bone. The wilting mash of air alone keeps you from scaling Olympus with gifts of dead or dying things dangling from your mouth—your breath, like the sea, inching away. It is rumored gods grow where the blood of a hanged man drips. You insist on being this man. The gods abuse your grace. Still, you’d rather live among   the clear, cloudless white, enjoying what is left of their ambrosia. Who  should  be  happy  this  time?  Who  brings  cake  to whom? Pray  the  gods  do  not  misquote  your  covetous pulse for chaos, the black from which they were conceived. Even the eyes of gods must adjust to light. Even gods have gods."
Off the Blossom Trail,"—Fresno, Spring, 2016
Every few years, miles of upturned fields skirt the city,
& the rows of trees—peach, almond, & sometimes
grapevine trunks—lift their roots toward sky.
No one else comes to pay tribute to this but you
so you walk amongst the dying, the fallow, the sky turning
over another day, stop at some knotted stump & think
about when you’d last come here with your parents
decades ago, posed with siblings for their camera, the voices
of others around you spreading beyond the mist of petals.
The dark now gowns, renders familiar shapes
illegible. The stars reveal this threadbare night, the apogee
of you from your car, but it doesn’t feel quite right
to make your return, so you continue astray, leaving 
your ears as guide. The crickets chirp & you
can almost decipher their monosyllabic words, let go
of any pretending to be at one with, to understand nature,
do as you’d done as a child:  let the voices
around you spread beyond what is unknown,
the valley walls so far off nothing bounces back. "
The Glory of the Day Was in Her Face,"The glory of the day was in her face,
The beauty of the night was in her eyes.
And over all her loveliness, the grace
Of Morning blushing in the early skies.
And in her voice, the calling of the dove;
Like music of a sweet, melodious part.
And in her smile, the breaking light of love;
And all the gentle virtues in her heart.
And now the glorious day, the beauteous night,
The birds that signal to their mates at dawn,
To my dull ears, to my tear-blinded sight
Are one with all the dead, since she is gone."
They Ate the Bulbs of Tulips,"I’d have to hear it spoken in mind somehow,
my father said, of the Frisian word for hunger,
but I’d settle for memory, or grief, under
the category things that undo me. It’s a funny
thing to think. Who would be the speaker
if not him? His mother, maybe,
holding hands in the hospital with his father
after 76 years. Married the day after the war,
when the stores had no windows—the Nazis
took the glass. The mourning doves
might have the right vowels, or the red belly
in the leafless dogwood, now winging
through the sunlight peplummed through
the pines, blue tarp peeled back
on the cotton bales in the field beyond,
Merry Christmas spraypainted in blue
upon the white. Snowless, starless,
a man goes on trial in France for helping
refugees. Could’ve been your grandparents,
my father says, your Pake hid in barns, woke
once to mouse feet scrambling across his face,
but in France it was a 2 year old in a ditch,
dying of dehydration, & when I look down
I’ve pulled the petals from the bouquet,
& as I’ve neither French nor Frisian nor
courage, all I can do is sweep the body
of petals into my palms, & pour them into
the cathedral of water in front of me."
Syllabus for the Dark Ahead,"Throughout this course,
we’ll study the American
landscape of our yard, coiled line
of the garden hose,
muddy furrows in the grass
awaiting our analysis,
what’s called close reading
of the ground. And somewhere
something will yip in pain
perhaps, a paw caught in a wire,
or else the furred and oily
yowling of desire.
And flickering beyond the fence,
we’ll see the slatted lives
of strangers. The light
above a neighbor’s porch
will be a test of how we tolerate
the half-illumination
of uncertainty, a glow
that’s argument to shadow.
Or if not that, we’ll write an essay
on the stutter of the bulb,
the little glimmering that goes
before the absolute of night.
 "
"Abandoned Block Factory, Arkansas","All that is left
unaccounted for:
elegance married
to rust. On the roof, rain
dwelling in the corrugations.
Some slats vanished
altogether, a blankness
giving way to sky. But the eaves
hold in perfect vertices,
refuse to abandon
their beauty, hard-earned.
High on the yellow silo,
the conveyor’s lattice
is as finely wrought
as a string instrument’s
struts and braces: precision
in every coordinate
and all across the godlike slant
from tower to the ground.
There would be no time at all
if not for moss swelling
in concrete cracks,
the guard rails papered
by lichen. If not for the rest
of the world, the silence
it attempts to punctuate:
crow caw. Engine roar.
Horns of every pitch
and color. The train’s
shuddering Doppler,
crossing us now—as always—
in near-perfect intervals. Even
though there is no tangible
good to stop for,
nothing whole to take away."
Maps,"for Marcelo
Some maps have blue borders
like the blue of your name
or the tributary lacing of
veins running through your
father’s hands. & how the last
time I saw you, you held
me for so long I saw whole
lifetimes flooding by me
small tentacles reaching
for both our faces. I wish
maps would be without
borders & that we belonged
to no one & to everyone
at once, what a world that
would be. Or not a world
maybe we would call it
something more intrinsic
like forgiving or something
simplistic like river or dirt.
& if I were to see you
tomorrow & everyone you
came from had disappeared
I would weep with you & drown
out any black lines that this
earth allowed us to give it—
because what is a map but
a useless prison? We are all
so lost & no naming of blank
spaces can save us. & what
is a map but the delusion of
safety? The line drawn is always
in the sand & folds on itself
before we’re done making it.
& that line, there, south of
el rio, how it dares to cover
up the bodies, as though we
would forget who died there
& for what? As if we could
forget that if you spin a globe
& stop it with your finger
you’ll land it on top of someone
living, someone who was not
expecting to be crushed by thirst—"
Darwinist Logic on Unrequited Love,"To begin with the end, what the rain
          did not uncover. A teacup overflows,
we call it a spill; a riverbed overflows, we
          call it a flood, what it is to be
swept away. Great is the power of steady
          misrepresentation, writes Darwin. I like
things that light up on their own—
          the headlights on my new car when we
drive under a bridge. I like how
          it doesn’t distinguish between different types
of darkness. Darwin again: I am not
          the least afraid to die. Well,
I burned my thumb last night
          on the kettle, distracted
by the buzzing of my phone—
          my mother again. There is still some pleasure
in dissection—what admirably
          well-adapted movements
the tip of a root possesses. I like things
          that come apart easily
in my hands—dried leaves, clumps of sugar—
          Do you remember, before wireless,
when to unplug meant getting
          on your knees to jerk the cord from the wall? Now

if you want to disconnect,
          you have to ask nicely. Off/on;
let go/resurrect—the game your mind plays
          in dreams, holding him up—no, a simulacrum
slipping its cage in my consciousness. Daytime
          calls me to wakefulness, its dog home
from the walk, from the bewildering folly
          of weather. Turns out these purple statices
on the dresser stand for
          remembrance but I don’t need
any help remembering. They are right
          in front of me—they have fully loaded.
 "
Dead Leaves,"The breaking dead leaves ’neath my feet
A plaintive melody repeat,
Recalling shattered hopes that lie
As relics of a bygone sky.
Again I thread the mazy past,
Back where the mounds are scattered fast—
Oh! foolish tears, why do you start,
To break of dead leaves in the heart?"
Going Back,"The night turns slowly round,
Swift trains go by in a rush of light;
Slow trains steal past.
This train beats anxiously, outward bound.
But I am not here.
I am away, beyond the scope of this turning;
There, where the pivot is, the axis
Of all this gear.
I, who sit in tears,
I, whose heart is torn with parting;
Who cannot bear to think back to the departure platform;
My spirit hears
Voices of men
Sound of artillery, aeroplanes, presences,
And more than all, the dead-sure silence,
The pivot again.
There, at the axis
Pain, or love, or grief
Sleep on speed; in dead certainty;
Pure relief.
There, at the pivot
Time sleeps again.
No has-been, no here-after; only the perfected
Silence of men.
 "
Self-Portrait as Exit Wounds,"Instead, let it be the echo to every footstep
drowned out by rain, cripple the air like a name
flung onto a sinking boat, splash the kapok’s bark
through rot & iron of a city trying to forget
the bones beneath its sidewalks, then through
the refugee camp sick with smoke & half-sung
hymns, a shack rusted black & lit with Bà Ngoại’s
last candle, the hogs’ faces we held in our hands
& mistook for brothers, let it enter a room illuminated
with snow, furnished only with laughter, Wonder Bread
& mayonnaise raised to cracked lips as testament
to a triumph no one recalls, let it brush the newborn’s
flushed cheek as he’s lifted in his father’s arms, wreathed
with fishgut & Marlboros, everyone cheering as another
brown gook crumbles under John Wayne’s M16, Vietnam
burning on the screen, let it slide through their ears,
clean, like a promise, before piercing the poster
of Michael Jackson glistening over the couch, into
the supermarket where a Hapa woman is ready
to believe every white man possessing her nose
is her father, may it sing, briefly, inside her mouth,
before laying her down between jars of tomato
& blue boxes of pasta, the deep-red apple rolling
from her palm, then into the prison cell
where her husband sits staring at the moon
until he’s convinced it’s the last wafer
god refused him, let it hit his jaw like a kiss
we’ve forgotten how to give one another, hissing
back to ’68, Ha Long Bay: the sky replaced
with fire, the sky only the dead
look up to, may it reach the grandfather fucking
the pregnant farmgirl in the back of his army jeep,
his blond hair flickering in napalm-blasted wind, let it pin
him down to dust where his future daughters rise,
fingers blistered with salt & Agent Orange, let them
tear open his olive fatigues, clutch that name hanging
from his neck, that name they press to their tongues
to relearn the word live, live, live—but if
for nothing else, let me weave this deathbeam
the way a blind woman stitches a flap of skin back
to her daughter’s ribs. Yes—let me believe I was born
to cock back this rifle, smooth & slick, like a true
Charlie, like the footsteps of ghosts misted through rain
as I lower myself between the sights—& pray
that nothing moves."
Phenomenal Woman (audio only), Click the icon above to listen to this audio poem.
Deception Story," Friends describe my DISPOSITION
as stoic. Like a dead fish, an ex said. DISTANCE
is a funny drug and used to make me a DISTRESSED PERSON,
one who cried in bedrooms and airports. Once I bawled so hard at the border, even the man with the stamps and holster said Don’t cry. You’ll be home soon. My DISTRIBUTION
over the globe debated and set to quota. A nation can only handle so many of me. DITCHING
class, I break into my friend’s dad’s mansion and swim in the Beverly Hills pool in a borrowed T-shirt. A brief DIVERSION.
My body breaking the chlorinated surface makes it, momentarily, my house, my DIVISION
of driveway gate and alarm codes, my dress-rehearsed DOCTRINE
of pool boys and ping pong and water delivered on the backs of sequined Sparkletts trucks. Over here, DOLLY,
an agent will call out, then pat the hair at your hot black DOME.
After explaining what she will touch, backs of the hands at the breasts and buttocks, the hand goes inside my waistband and my heart goes DORMANT.
A dead fish. The last female assist I decided to hit on. My life in the American Dream is a DOWNGRADE,
a mere DRAFT
of home. Correction: it satisfies as DRAG.
It is, snarling, what I carve of it alone."
First Light,"I like to say we left at first light
        with Chairman Mao himself chasing us in a police car,
my father fighting him off with firecrackers,
        even though Mao was already over a decade
dead, & my mother says all my father did
        during the Cultural Revolution was teach math,
which he was not qualified to teach, & swim & sunbathe
        around Piano Island, a place I never read about
in my American textbooks, a place everybody in the family
        says they took me to, & that I loved.
What is it, to remember nothing, of what one loved?
        To have forgotten the faces one first kissed?
They ask if I remember them, the aunts, the uncles,
        & I say Yes it’s coming back, I say Of course,
when it’s No not at all, because when I last saw them
        I was three, & the China of my first three years
is largely make-believe, my vast invented country,
        my dream before I knew the word “dream,”
my father’s martial arts films plus a teaspoon-taste 
        of history. I like to say we left at first light,
we had to, my parents had been unmasked as the famous
        kung fu crime-fighting couple of the Southern provinces,
& the Hong Kong mafia was after us. I like to say
        we were helped by a handsome mysterious Northerner,
who turned out himself to be a kung fu master.
        I don’t like to say, I don’t remember crying.
No embracing in the airport, sobbing. I don’t remember
        feeling bad, leaving China.
I like to say we left at first light, we snuck off
        on some secret adventure, while the others were
still sleeping, still blanketed, warm
        in their memories of us.
What do I remember of crying? When my mother slapped me
        for being dirty, diseased, led astray by Western devils,
a dirty, bad son, I cried, thirteen, already too old,
        too male for crying. When my father said Get out,
never come back, I cried & ran, threw myself into night.
        Then returned, at first light, I don’t remember exactly
why, or what exactly came next. One memory claims
        my mother rushed into the pink dawn bright
to see what had happened, reaching toward me with her hands,
        & I wanted to say No. Don’t touch me.
Another memory insists the front door had simply been left
        unlocked, & I slipped right through, found my room,
my bed, which felt somehow smaller, & fell asleep, for hours,
        before my mother (anybody) seemed to notice.
I’m not certain which is the correct version, but what stays with me
        is the leaving, the cry, the country splintering.
It’s been another five years since my mother has seen her sisters,
        her own mother, who recently had a stroke, who has                          trouble
recalling who, why. I feel awful, my mother says,
        not going back at once to see her. But too much is                              happening here.
Here, she says, as though it’s the most difficult,
        least forgivable English word. 
What would my mother say, if she were the one writing?
        How would her voice sound? Which is really to ask, what is
my best guess, my invented, translated (Chinese-to-English,
        English-to-English) mother’s voice? She might say:
We left at first light, we had to, the flight was early,
        in early spring. Go, my mother urged, what are you doing,
waving at me, crying? Get on that plane before it leaves without you.
        It was spring & I could smell it, despite the sterile glass
& metal of the airport—scent of my mother’s just-washed hair,
        of the just-born flowers of fields we passed on the car ride                over,
how I did not know those flowers were already
        memory, how I thought I could smell them, boarding the                  plane,
the strange tunnel full of their aroma, their names
        I once knew, & my mother’s long black hair—so impossible              now.
Why did I never consider how different spring could smell,              feel,
        elsewhere? First light, last scent, lost
country. First & deepest severance that should have
        prepared me for all others. "
"Dear Exile,","Never step back    Never a last
Scent of plumeria
When my parents left
You knew it was for good 
     It’s a herd of horses never
           To reclaim their    steppes
You became a moth hanging
Down from the sun
Old river    Calling to my mother
Kept spilling out of her lungs
Ridgeline vista closed
Into the locket of their gaze
                     It’s the Siberian crane
           Forbidden    to fly back after winter
You marbled my father’s face
Floated him as stone over the sea
Further    Every minute
Emptying his child years to the land
You crawled back in your bomb
           It’s when the banyan must leave
     Relearn to cathedral its roots"
María de la Luz Knows How to Walk,"she ambles toward El Norte she remembers as she steps
wasps & spiders webbed in between the corn in Fowler
her mamá Concha’s story the fire she fanned to clear
the path through the thick burned stalks all this
she almost-touches the blueberries in Skagit Washington
& the line of men wrapped as cocoons and dark as amber
flecked honey at the line the only store in Firebaugh where
you can cash your check shirts twisted & whispered & upright
down in Illinois in Cobden you go through the back door
of Darden's bar to buy drinks for the foreman El Cuadrado
María’s coming home after returning to Atizapán de Zaragoza
where she works at la Tortillería next to la Señora Muñóz
it is an abyss smoked & metal flat and deep with nixtamal
“Good pay in South Georgia” she says “I’ll work the
cucumbers” feet in water skin see-through peels & peels
off & off then on Saturday bussed to Walmart bussed back
to camp season after season the crossing higher alone
or with groups of three the coyote says “I am leaving you
here at the bottom of this mountain you Indians know how
to climb” she remembers Guadalupe Ríos say from the edge
of Santa María Corte in Nayarít “Nosotros los Peyoteros
sabemos caminar We know how to walk” María de la Luz
with an address in her net-bag her son who was taken many
years ago 1346 D St. San Diego will she recognize Juan
is the street still there who is he now who am I now who
will he remember you this ancient trail of grandmothers &
deportadas “I know how to walk” María de la Luz prays
as she ascends the black mountain as she moves her body
tiny as she listens to the sudden rush of things fall among
thorns & hisses María de la Luz notices a band of light"
Bells in the Rain,"Sleep falls, with limpid drops of rain,
Upon the steep cliffs of the town.
Sleep falls; men are at peace again
While the small drops fall softly down.
The bright drops ring like bells of glass
Thinned by the wind; and lightly blown;
Sleep cannot fall on peaceful grass
So softly as it falls on stone.
Peace falls unheeded on the dead
Asleep; they have had deep peace to drink;
Upon a live man’s bloody head
It falls most tenderly, I think."
Home-Coming,"When I stepped homeward to my hill,
   Dusk went before with quiet tread;
The bare laced branches of the trees
   Were as a mist about its head.
Upon its leaf-brown breast the rocks
   Like great grey sheep lay silentwise,
Between the birch trees’ gleaming arms,
   The faint stars trembled in the skies.
The white brook met me half-way up,
   And laughed as one that knew me well,
To whose more clear than crystal voice
   The frost had joined a crystal spell.
The skies lay like pale-watered deep,
   Dusk ran before me to its strand
And cloudily leaned forth to touch
   The moon’s slow wonder with her hand.
 "
"No, Don’t","for the two of me

the thing that eats the heart is mostly heart and there
I wish, in the burly sun blossom-backwards garden I was hungry,
so damn hungry and afraid again by full open-mouth-desire.
Don’t take this as a garrote good-bye, your airless thrive ride.
I alone, fear being alone, far from the blood vocabulary. I wish
I knew where I put my fear sitting in the childhood past, in
its zoo, sitting on the winding Escher stairs, saying this out loud
to my dead mother, so loud a lion’s head in the mouth loud
it catches audience breath for breath measure, making us go
home to say it to the father, dead and down, holding court with outbreak.
You can’t hear me say this, off as asymmetry cry.
                                                                You too are dead in the                circus heart alone
because they really are all gone, and can’t feed you anymore.
You can’t sit in the lap, on the headmouth, slow kneel on the floor;
you can’t sit in the cement highchair, sit in this landscape room, this
come to crime test, alive here for feeling, or take me
to nothing sound-past longing with the lion
who won’t eat you, who won’t eat me, facing
the animal garden, shaking his yellow haystack head."
Nomenclatures of Invisibility,"My ancestors are made with water—
blue on the sides, and green down the spine;
when we travel, we lose brothers at sea
and do not stop to grieve.
Our mothers burn with a fire
that does not let them be;
they whisper our names
nomenclatures of invisibility
honey-dewed faces, eyes sewn shut,
how to tell them
the sorrow that splits us in half
the longing for a land not our own
the constant moving and shifting of things,
within, without—
which words describe
the clenching in our stomachs
the fear lodged deeply into our bones
churning us from within,
and the loss that follows us everywhere:
behind mountains, past oceans, into
the heads of trees, how to swallow
a tongue that speaks with too many accents—
when white faces sprout
we are told to set ourselves ablaze
and this smell of smoke we know—
water or fire, or both,
because we have drowned many at a time
and left our bodies burning, or swollen, or bleeding
and purple—this kind of language we know,
naming new things into our invisibility
and this, we too, call home."
All I Ever Wanted,"for DMK
When I thought it was right to name my desires,
what I wanted of life, they seemed to turn
like bleating sheep, not to me, who could have been
a caring, if unskilled, shepherd, but to the boxed-in hills
beyond which the blue mountains sloped down
with poppies orange as crayfish all the way to the Pacific seas
in which the hulls of whales steered them
in search of a mate for whom they bellowed
in a new, highly particular song
we might call the most ardent articulation of love,
the pin at the tip of evolution,
modestly shining.
                                    In the middle of my life
it was right to say my desires
but they went away. I couldn’t even make them out,
not even as dots
now in the distance.  
                                         Yet I see the small lights
of winter campfires in the hills—
teenagers in love often go there
for their first nights—and each yellow-white glow
tells me what I can know and admit to knowing,
that all I ever wanted
was to sit by a fire with someone
who wanted me in measure the same to my wanting.
To want to make a fire with someone,
with you,
was all."
Poem,"We should not have produced all this life.
Let’s say I am
in a state of heightened attentiveness.
Is this my gift? Do I take your head in my hands
and swivel it, or cast marbles around our feet, make a line I bring you behind?
Now: see the man on wire, taste the papery taste of “polity,”
grasscloth, a long marriage worn into the back steps.
Do I draw you into the middle ground with me, where everything is sharp?
Every night I pray for hard work.
My job is to make something for you.
All poets wonder if the brittle on a stick is enough.
Knowing the stick contains tender green is why it doesn’t crack when flung,
the crease of fox ears,
how the trash man paused with the storm glass,
holding it, making himself into a frame, a single frame—
all poets wonder if this is enough. See
how a boy is changed when he drops a stick, does not look back.
A taste lost in the movement of the second hand on a clock.
Watch closely:
once I loved you, this is the instant I don’t anymore.
All poets wonder if such calibration,
if the religion of rushing water, if wet tines,
waves in glass, ant eggs blent with brown sugar
that burst against the teeth, Agnes hanging off her father like a cobweb,
Agnes in her silver rubber flats, how sky tautens as you get near the sea—
all poets wonder if this is enough.
A crone in corpse pose. A voice cool as measuring salt.
Drawn in the circle of noticing."
Afterlife,"We’re not from here. We don’t aria, we warble. 
We wore suits to get here, rumpled by the hot car ride. 
Pumped our own gas. In Heaven two days,
still the custom shirtlessness offends.  Like it’s the g-d
French Rivera. (You say it yours.  We’ll say it the right way.) 
Nor do we au revoir. We eat without speaking, hunched over
our plates at the picnic tables. We prefer paper. 
It’s not we’re unfriendly, but its our particular
God Almighty we won’t give up. First Sunday here,
and we’re missing Shirl and Jesse, who started
smoking again. Clove cigarettes, of all things.
What Heaven don’t stock Reds soft packs? 
Then Tony stopped stopping by, on account
he works overnights at the baby factory,
low on the totem: cranial deformities. 
Well it’s a job. It’s enough to crack your heart. 
We stay up drinking slurpee-and-rums outside
the Kum & Go. Who knows how long them hot dogs
have roasted on the carriage, under the eternal heat lamp. 
Everything here is an effigy to hunger. Time moves
not at all when all the clocks are confiscated. I am terrified
I will begin to speak in the first person about pleasure. 
Stop wearing underwear to our “To Hell with Heaven”
meetings. They give us new names, say forget Louisville. 
This here’s all the village you need. We lose every day
more folks to Heaven’s gen pop. We left the earth
but the memory turns us over in its hot light. 
The Chief Risk Cherubim say unlearn the love of gravity
and then the earth can leave us back. Psychobabble mumbo
jumble. We dream of opening a garage but ain’t bum starters
nor oil changes no more. The technology outlived us. 
There’s a choice to be made between the past,
the present tense. We are failure-angels, plain
and redneck, we’re going to fall down to the earth
we can’t stop loving, find our families and touch
their faces angrily. But first we will edge with pink
and yellow peonies our graves, our graves
which remind our deaths daily: redeem us.
 "
A Triad,"Three sang of love together: one with lips
   Crimson, with cheeks and bosom in a glow,
Flushed to the yellow hair and finger tips;
   And one there sang who soft and smooth as snow
   Bloomed like a tinted hyacinth at a show;
And one was blue with famine after love,
   Who like a harpstring snapped rang harsh and low
The burden of what those were singing of.
One shamed herself in love; one temperately
   Grew gross in soulless love, a sluggish wife;
One famished died for love. Thus two of three
   Took death for love and won him after strife;
One droned in sweetness like a fattened bee:
   All on the threshold, yet all short of life."
