Poem Name,Poem Content
Moss Retains Moisture,"I never believed in bioluminescence before. 
Here in Moravia where all daylight hides 
the only illumination is whiskey. 
Names seem unimportant. 
Large are the memories growing elsewhere 
beneath themselves. 
Do hemlocks burn when stared at? 
Darkness always retains something shapely. 
Those leaves engender me. 
Bedding down in pine-covered nighttime 
I disappeared. Owls are silent. 
Bears rest. In Moravian mythology 
even I sleep well. "
Exquisite Candidate,"I can promise you this: food in the White House
will change! No more granola, only fried eggs
flipped the way we like them. And ham ham ham!
Americans need ham! Nothing airy like debate for me!
Pigs will become the new symbol of glee,
displacing smiley faces and ""Have A Nice Day.""
Car bumpers are my billboards, billboards my movie screens.
Nothing I can say can be used against me.
My life flashes in front of my face daily.
Here's a snapshot of me as a baby. Then
marrying. My kids drink all their milk which helps the dairy industry.
A vote for me is not only a pat on the back for America!
A vote for me, my fellow Americans, is a vote for everyone like me!
If I were the type who made promises
I'd probably begin by saying: America,
relax! Buy big cars and tease your hair
as high as the Empire State Building. 
Inch by inch, we're buying the world's sorrow.
Yeah, the world's sorrow, that's it!
The other side will have a lot to say about pork
but don't believe it! Their graphs are sloppy coloring books.
We're just fine—look at the way
everyone wants to speak English and live here!
Whatever you think of borders,
I am the only candidate to canoe over Niagara Falls
and live to photograph the Canadian side.
I'm the only Julliard graduate—
I will exhale beauty all across this great land
of pork rinds and gas stations and scientists working for cures,
of satellite dishes over Sparky's Bar & Grill, the ease
of breakfast in the mornings, quiet peace of sleep at night. "
Exquisite Politics,"The perfect voter has a smile but no eyes,
maybe not even a nose or hair on his or her toes,
maybe not even a single sperm cell, ovum, little paramecium.
Politics is a slug copulating in a Poughkeepsie garden.
Politics is a grain of rice stuck in the mouth
of a king. I voted for a clump of cells,
anything to believe in, true as rain, sure as red wheat.
I carried my ballots around like smokes, pondered big questions,
resources and need, stars and planets, prehistoric
languages. I sat on Alice’s mushroom in Central Park,
smoked longingly in the direction of the mayor’s mansion.
Someday I won’t politic anymore, my big heart will stop
loving America and I’ll leave her as easy as a marriage,
splitting our assets, hoping to get the advantage
before the other side yells: Wow! America,
Vespucci’s first name and home of free and brave, Te amo."
The Old Year,"The Old Year's gone away
     To nothingness and night:
We cannot find him all the day
     Nor hear him in the night:
He left no footstep, mark or place
     In either shade or sun:
The last year he'd a neighbour's face,
     In this he's known by none.

All nothing everywhere:
     Mists we on mornings see
Have more of substance when they're here
     And more of form than he.
He was a friend by every fire,
     In every cot and hall--
A guest to every heart's desire,
     And now he's nought at all.

Old papers thrown away,
     Old garments cast aside,
The talk of yesterday,
     Are things identified;
But time once torn away
     No voices can recall:
The eve of New Year's Day
     Left the Old Year lost to all."
At the Entering of the New Year,"           I
           (OLD STYLE)

Our songs went up and out the chimney,
And roused the home-gone husbandmen;
Our allemands, our heys, poussettings,
Our hands-across and back again,
Sent rhythmic throbbings through the casements
         On to the white highway,
Where nighted farers paused and muttered,
         ""Keep it up well, do they!""

The contrabasso's measured booming
Sped at each bar to the parish bounds,
To shepherds at their midnight lambings,
To stealthy poachers on their rounds;
And everybody caught full duly
         The notes of our delight,
As Time unrobed the Youth of Promise
         Hailed by our sanguine sight.

           II
           (NEW STYLE)

We stand in the dusk of a pine-tree limb,
As if to give ear to the muffled peal,
Brought or withheld at the breeze's whim;
But our truest heed is to words that steal
From the mantled ghost that looms in the gray,
And seems, so far as our sense can see,
To feature bereaved Humanity,
As it sighs to the imminent year its say:—

""O stay without, O stay without,
Calm comely Youth, untasked, untired;
Though stars irradiate thee about
Thy entrance here is undesired.
Open the gate not, mystic one;
         Must we avow what we would close confine?
          With thee, good friend, we would have converse none,
Albeit the fault may not be thine.""


December 31. During the War."
The Passing of the Year,"My glass is filled, my pipe is lit,
     My den is all a cosy glow;
And snug before the fire I sit,
     And wait to feel the old year go.
I dedicate to solemn thought
     Amid my too-unthinking days,
This sober moment, sadly fraught
     With much of blame, with little praise.

Old Year! upon the Stage of Time
     You stand to bow your last adieu;
A moment, and the prompter’s chime
     Will ring the curtain down on you.
Your mien is sad, your step is slow;
     You falter as a Sage in pain;
Yet turn, Old Year, before you go,
     And face your audience again.

That sphinx-like face, remote, austere,
     Let us all read, whate’er the cost:
O Maiden! why that bitter tear?
     Is it for dear one you have lost?
Is it for fond illusion gone?
     For trusted lover proved untrue?
O sweet girl-face, so sad, so wan
     What hath the Old Year meant to you?

And you, O neighbour on my right
     So sleek, so prosperously clad!
What see you in that aged wight
     That makes your smile so gay and glad?
What opportunity unmissed?
     What golden gain, what pride of place?
What splendid hope? O Optimist!
     What read you in that withered face?

And You, deep shrinking in the gloom,
     What find you in that filmy gaze?
What menace of a tragic doom?
     What dark, condemning yesterdays?
What urge to crime, what evil done?
     What cold, confronting shape of fear?
O haggard, haunted, hidden One
     What see you in the dying year?

And so from face to face I flit,
     The countless eyes that stare and stare;
Some are with approbation lit,
     And some are shadowed with despair.
Some show a smile and some a frown;
     Some joy and hope, some pain and woe:
Enough! Oh, ring the curtain down!
     Old weary year! it's time to go.

My pipe is out, my glass is dry;
     My fire is almost ashes too;
But once again, before you go,
     And I prepare to meet the New:
Old Year! a parting word that’s true,
     For we’ve been comrades, you and I—
I thank God for each day of you;
     There! bless you now! Old Year, good-bye!"
A Song for New Year’s Eve,"Stay yet, my friends, a moment stay— 
     Stay till the good old year, 
So long companion of our way, 
     Shakes hands, and leaves us here. 
          Oh stay, oh stay, 
One little hour, and then away.

The year, whose hopes were high and strong, 
     Has now no hopes to wake; 
Yet one hour more of jest and song 
     For his familiar sake. 
          Oh stay, oh stay, 
One mirthful hour, and then away.  

The kindly year, his liberal hands 
     Have lavished all his store. 
And shall we turn from where he stands, 
     Because he gives no more? 
          Oh stay, oh stay, 
One grateful hour, and then away.  

Days brightly came and calmly went, 
     While yet he was our guest; 
How cheerfully the week was spent! 
     How sweet the seventh day’s rest! 
          Oh stay, oh stay, 
One golden hour, and then away.  

Dear friends were with us, some who sleep 
     Beneath the coffin-lid: 
What pleasant memories we keep 
     Of all they said and did! 
          Oh stay, oh stay, 
One tender hour, and then away.  

Even while we sing, he smiles his last, 
     And leaves our sphere behind. 
The good old year is with the past; 
     Oh be the new as kind! 
          Oh stay, oh stay, 
One parting strain, and then away."
Present Tense (audio only), Click the icon above to listen to this audio poem.
Periodic Table of Ethereal Elements (audio only), Click the icon above to listen to this audio poem.
Thank You For Saying Thank You (audio only), Click the icon above to listen to this audio poem.
Death Is the Cool Night (audio only), Click the icon above to listen to this audio poem.
Like Brooms of Steel (1252),"Like Brooms of Steel  
The Snow and Wind  
Had swept the Winter Street -
The House was hooked  
The Sun sent out   
Faint Deputies of Heat -
Where rode the Bird  
The Silence tied  
His ample - plodding Steed
The Apple in the Cellar snug  
Was all the one that played."
"Hamlet, Act I, Scene I [Some say that ever 'gainst that season comes]","Marcellus to Horatio and Bernardo, after seeing the Ghost,

Some say that ever 'gainst that season comes
Wherein our Saviour's birth is celebrated,
This bird of dawning singeth all night long;
And then, they say, no spirit dare stir abroad,
The nights are wholesome, then no planets strike,
No fairy takes, nor witch hath power to charm,
So hallow'd and so gracious is the time."
Prologue of the Earthly Paradise,"Of Heaven or Hell I have no power to sing,  
I cannot ease the burden of your fears,  
Or make quick-coming death a little thing,  
Or bring again the pleasure of past years,  
Nor for my words shall ye forget your tears, 
Or hope again for aught that I can say,  
The idle singer of an empty day.  
  
But rather, when aweary of your mirth,  
From full hearts still unsatisfied ye sigh,  
And, feeling kindly unto all the earth,  
Grudge every minute as it passes by,  
Made the more mindful that the sweet days die—  
—Remember me a little then I pray,  
The idle singer of an empty day.  
  
The heavy trouble, the bewildering care 
That weighs us down who live and earn our bread,  
These idle verses have no power to bear;  
So let me sing of names remembered,  
Because they, living not, can ne’er be dead,  
Or long time take their memory quite away 
From us poor singers of an empty day.  
  
Dreamer of dreams, born out of my due time,  
Why should I strive to set the crooked straight?  
Let it suffice me that my murmuring rhyme  
Beats with light wing against the ivory gate,
Telling a tale not too importunate  
To those who in the sleepy region stay,  
Lulled by the singer of an empty day.  
  
Folk say, a wizard to a northern king  
At Christmas-tide such wondrous things did show,
That through one window men beheld the spring,  
And through another saw the summer glow,  
And through a third the fruited vines a-row,  
While still, unheard, but in its wonted way,  
Piped the drear wind of that December day.
  
So with this Earthly Paradise it is,  
If ye will read aright, and pardon me,  
Who strive to build a shadowy isle of bliss  
Midmost the beating of the steely sea,  
Where tossed about all hearts of men must be;
Whose ravening monsters mighty men shall slay,  
Not the poor singer of an empty day."
The Mystic's Christmas,"""All hail!"" the bells of Christmas rang,
""All hail!"" the monks at Christmas sang,
The merry monks who kept with cheer
The gladdest day of all their year.

But still apart, unmoved thereat,
A pious elder brother sat
Silent, in his accustomed place,
With God's sweet peace upon his face.

""Why sitt'st thou thus?"" his brethren cried,
""It is the blessed Christmas-tide;
The Christmas lights are all aglow,
The sacred lilies bud and blow.

""Above our heads the joy-bells ring,
Without the happy children sing,
And all God's creatures hail the morn
On which the holy Christ was born.

""Rejoice with us; no more rebuke
Our gladness with thy quiet look.""
The gray monk answered, ""Keep, I pray,
Even as ye list, the Lord's birthday.

""Let heathen Yule fires flicker red
Where thronged refectory feasts are spread;
With mystery-play and masque and mime
And wait-songs speed the holy time!

""The blindest faith may haply save;
The Lord accepts the things we have;
And reverence, howsoe'er it strays,
May find at last the shining ways.

""They needs must grope who cannot see,
The blade before the ear must be;
As ye are feeling I have felt,
And where ye dwell I too have dwelt.

""But now, beyond the things of sense,
Beyond occasions and events,
I know, through God's exceeding grace,
Release from form and time and space.

""I listen, from no mortal tongue,
To hear the song the angels sung;
And wait within myself to know
The Christmas lilies bud and blow.

""The outward symbols disappear
From him whose inward sight is clear;
And small must be the choice of days
To him who fills them all with praise!

""Keep while you need it, brothers mine,
With honest seal your Christmas sign,
But judge not him who every morn
Feels in his heart the Lord Christ born!"""
Ecce Puer,"Of the dark past
A child is born;
With joy and grief
My heart is torn.

Calm in his cradle
The living lies.
May love and mercy
Unclose his eyes!

Young life is breathed
On the glass;
The world that was not
Comes to pass.

A child is sleeping:
An old man gone.
O, father forsaken,
Forgive your son! "
Karma,"Christmas was in the air and all was well
With him, but for a few confusing flaws
In divers of God's images. Because
A friend of his would neither buy nor sell,
Was he to answer for the axe that fell?
He pondered; and the reason for it was,
Partly, a slowly freezing Santa Claus
Upon the corner, with his beard and bell.

Acknowledging an improvident surprise,
He magnified a fancy that he wished
The friend whom he had wrecked were here again.
Not sure of that, he found a compromise;
And from the fulness of his heart he fished
A dime for Jesus who had died for men."
The Thread of Life,"1
The irresponsive silence of the land,
The irresponsive sounding of the sea,
Speak both one message of one sense to me: —
Aloof, aloof, we stand aloof, so stand
Thou too aloof bound with the flawless band
Of inner solitude; we bind not thee;
But who from thy self-chain shall set thee free?
What heart shall touch thy heart? what hand thy hand?—
And I am sometimes proud and sometimes meek,
And sometimes I remember days of old
When fellowship seemed not so far to seek
And all the world and I seemed much less cold,
And at the rainbow's foot lay surely gold,
And hope felt strong and life itself not weak.
2
Thus am I mine own prison. Everything
Around me free and sunny and at ease:
Or if in shadow, in a shade of trees
Which the sun kisses, where the gay birds sing
And where all winds make various murmuring;
Where bees are found, with honey for the bees;
Where sounds are music, and where silences
Are music of an unlike fashioning.
Then gaze I at the merrymaking crew,
And smile a moment and a moment sigh
Thinking: Why can I not rejoice with you ?
But soon I put the foolish fancy by:
I am not what I have nor what I do;
But what I was I am, I am even I.
3
Therefore myself is that one only thing
I hold to use or waste, to keep or give;
My sole possession every day I live,
And still mine own despite Time's winnowing.
Ever mine own, while moons and seasons bring
From crudeness ripeness mellow and sanative;
Ever mine own, till Death shall ply his sieve;
And still mine own, when saints break grave and sing.
And this myself as king unto my King
I give, to Him Who gave Himself for me;
Who gives Himself to me, and bids me sing
A sweet new song of His redeemed set free;
He bids me sing: O death, where is thy sting?
And sing: O grave, where is thy victory?"
The Visionary,"Silent is the house: all are laid asleep:
One alone looks out o’er the snow-wreaths deep,
Watching every cloud, dreading every breeze
That whirls the wildering drift, and bends the groaning trees.

Cheerful is the hearth, soft the matted floor;
Not one shivering gust creeps through pane or door;
The little lamp burns straight, its rays shoot strong and far:
I trim it well, to be the wanderer’s guiding-star.

Frown, my haughty sire! chide, my angry dame!
Set your slaves to spy; threaten me with shame:
But neither sire nor dame nor prying serf shall know,
What angel nightly tracks that waste of frozen snow.

What I love shall come like visitant of air,
Safe in secret power from lurking human snare;
What loves me, no word of mine shall e’er betray,
Though for faith unstained my life must forfeit pay.

Burn, then, little lamp; glimmer straight and clear—
Hush! a rustling wing stirs, methinks, the air:
He for whom I wait, thus ever comes to me;
Strange Power! I trust thy might; trust thou my constancy."
The Savior must have been a docile Gentleman (1487),"The Savior must have been
A docile Gentleman—
To come so far so cold a Day
For little Fellowmen—

The Road to Bethlehem
Since He and I were Boys
Was leveled, but for that 'twould be
A rugged Billion Miles—"
Winter-Time,"Late lies the wintry sun a-bed,  
A frosty, fiery sleepy-head;  
Blinks but an hour or two; and then,  
A blood-red orange, sets again.  

Before the stars have left the skies,
At morning in the dark I rise;  
And shivering in my nakedness,  
By the cold candle, bathe and dress.  

Close by the jolly fire I sit  
To warm my frozen bones a bit;
Or with a reindeer-sled, explore  
The colder countries round the door.  

When to go out, my nurse doth wrap  
Me in my comforter and cap;  
The cold wind burns my face, and blows
Its frosty pepper up my nose.  

Black are my steps on silver sod;  
Thick blows my frosty breath abroad;  
And tree and house, and hill and lake,  
Are frosted like a wedding-cake."
Christmas at Sea,"The sheets were frozen hard, and they cut the naked hand;
The decks were like a slide, where a seaman scarce could stand;
The wind was a nor'wester, blowing squally off the sea;
And cliffs and spouting breakers were the only things a-lee.

They heard the surf a-roaring before the break of day;
But 'twas only with the peep of light we saw how ill we lay.
We tumbled every hand on deck instanter, with a shout,
And we gave her the maintops'l, and stood by to go about.

All day we tacked and tacked between the South Head and the North;
All day we hauled the frozen sheets, and got no further forth;
All day as cold as charity, in bitter pain and dread,
For very life and nature we tacked from head to head.

We gave the South a wider berth, for there the tide-race roared;
But every tack we made we brought the North Head close aboard:
So's we saw the cliffs and houses, and the breakers running high,
And the coastguard in his garden, with his glass against his eye.

The frost was on the village roofs as white as ocean foam;
The good red fires were burning bright in every 'long-shore home;
The windows sparkled clear, and the chimneys volleyed out;
And I vow we sniffed the victuals as the vessel went about.

The bells upon the church were rung with a mighty jovial cheer;
For it's just that I should tell you how (of all days in the year)
This day of our adversity was blessed Christmas morn,
And the house above the coastguard's was the house where I was born.

O well I saw the pleasant room, the pleasant faces there,
My mother's silver spectacles, my father's silver hair;
And well I saw the firelight, like a flight of homely elves,
Go dancing round the china-plates that stand upon the shelves.

And well I knew the talk they had, the talk that was of me,
Of the shadow on the household and the son that went to sea;
And O the wicked fool I seemed, in every kind of way,
To be here and hauling frozen ropes on blessed Christmas Day.

They lit the high sea-light, and the dark began to fall.
""All hands to loose topgallant sails,"" I heard the captain call.
""By the Lord, she'll never stand it,"" our first mate Jackson, cried.
...""It's the one way or the other, Mr. Jackson,"" he replied.

She staggered to her bearings, but the sails were new and good,
And the ship smelt up to windward just as though she understood.
As the winter's day was ending, in the entry of the night,
We cleared the weary headland, and passed below the light.

And they heaved a mighty breath, every soul on board but me,
As they saw her nose again pointing handsome out to sea;
But all that I could think of, in the darkness and the cold,
Was just that I was leaving home and my folks were growing old."
A Hymn on the Nativity of My Savior,"I sing the birth was born tonight,
The Author both of life and light;
    The angels so did sound it,
And like the ravished shepherds said,
Who saw the light, and were afraid,
    Yet searched, and true they found it.

The Son of God, the eternal King,
That did us all salvation bring,
    And freed the soul from danger;
He whom the whole world could not take,
The Word, which heaven and earth did make,
    Was now laid in a manger.

The Father's wisdom willed it so,
The Son's obedience knew no ""No,""
    Both wills were in one stature;
And as that wisdom had decreed,
The Word was now made Flesh indeed,
    And took on Him our nature.

What comfort by Him do we win?
Who made Himself the Prince of sin,
    To make us heirs of glory?
To see this Babe, all innocence,
A Martyr born in our defense,
    Can man forget this story?"
"The times are nightfall, look, their light grows less","The times are nightfall, look, their light grows less;  
The times are winter, watch, a world undone:  
They waste, they wither worse; they as they run  
Or bring more or more blazon man's distress.  
And I not help. Nor word now of success:       
All is from wreck, here, there, to rescue one—  
Work which to see scarce so much as begun  
Makes welcome death, does dear forgetfulness.  
  
Or what is else? There is your world within.  
There rid the dragons, root out there the sin.   
Your will is law in that small commonweal..."
Christmas: 1915,"Now is the midnight of the nations: dark  
    Even as death, beside her blood-dark seas,  
    Earth, like a mother in birth agonies,  
Screams in her travail, and the planets hark  
Her million-throated terror. Naked, stark,
    Her torso writhes enormous, and her knees  
    Shudder against the shadowed Pleiades  
Wrenching the night’s imponderable arc.  
  
Christ! What shall be delivered to the morn  
    Out of these pangs, if ever indeed another
    Morn shall succeed this night, or this vast mother  
Survive to know the blood-spent offspring, torn  
    From her racked flesh?—What splendour from the smother?  
What new-wing’d world, or mangled god still-born?"
How like a winter hath my absence been (Sonnet 97),"How like a winter hath my absence been
From thee, the pleasure of the fleeting year!
What freezings have I felt, what dark days seen!
What old December’s bareness every where!
And yet this time remov’d was summer’s time;
The teeming autumn, big with rich increase,
Bearing the wanton burden of the prime,
Like widow’d wombs after their lords’ decease:
Yet this abundant issue seem’d to me
But hope of orphans and unfather’d fruit;
For summer and his pleasures wait on thee,
And, thou away, the very birds are mute:
    Or, if they sing, ’tis with so dull a cheer,
    That leaves look pale, dreading the winter’s near."
Old Santeclaus,"Old Santeclaus with much delight
His reindeer drives this frosty night,
O’er chimney-tops, and tracks of snow,
To bring his yearly gifts to you.

The steady friend of virtuous youth,
The friend of duty, and of truth,
Each Christmas eve he joys to come
Where love and peace have made their home.

Through many houses he has been,
And various beds and stockings seen;
Some, white as snow, and neatly mended,
Others, that seemed for pigs intended.

Where e’er I found good girls or boys,
That hated quarrels, strife and noise,
I left an apple, or a tart,
Or wooden gun, or painted cart.

To some I gave a pretty doll,
To some a peg-top, or a ball;
No crackers, cannons, squibs, or rockets,
To blow their eyes up, or their pockets.

No drums to stun their Mother’s ear,
Nor swords to make their sisters fear;
But pretty books to store their mind
With knowledge of each various kind.

But where I found the children naughty,
In manners rude, in temper haughty,
Thankless to parents, liars, swearers,
Boxers, or cheats, or base tale-bearers,

I left a long, black, birchen rod,
Such as the dread command of God
Directs a Parent’s hand to use
When virtue’s path his sons refuse."
Christmas Trees,"A Christmas circular letter
  
  
The city had withdrawn into itself  
And left at last the country to the country;  
When between whirls of snow not come to lie  
And whirls of foliage not yet laid, there drove  
A stranger to our yard, who looked the city,   
Yet did in country fashion in that there  
He sat and waited till he drew us out,  
A-buttoning coats, to ask him who he was.  
He proved to be the city come again  
To look for something it had left behind   
And could not do without and keep its Christmas.  
He asked if I would sell my Christmas trees;  
My woods—the young fir balsams like a place  
Where houses all are churches and have spires.  
I hadn't thought of them as Christmas trees.    
I doubt if I was tempted for a moment  
To sell them off their feet to go in cars  
And leave the slope behind the house all bare,  
Where the sun shines now no warmer than the moon.  
I'd hate to have them know it if I was.      
Yet more I'd hate to hold my trees, except  
As others hold theirs or refuse for them,  
Beyond the time of profitable growth—  
The trial by market everything must come to.  
I dallied so much with the thought of selling.      
Then whether from mistaken courtesy  
And fear of seeming short of speech, or whether  
From hope of hearing good of what was mine,  
I said, ""There aren't enough to be worth while.""
  
""I could soon tell how many they would cut,     
You let me look them over.""  
 
                                    ""You could look.  
But don't expect I'm going to let you have them.""  
Pasture they spring in, some in clumps too close  
That lop each other of boughs, but not a few     
Quite solitary and having equal boughs  
All round and round. The latter he nodded ""Yes"" to,  
Or paused to say beneath some lovelier one,  
With a buyer's moderation, ""That would do.""  
I thought so too, but wasn't there to say so.   
We climbed the pasture on the south, crossed over,  
And came down on the north. 
 
                                    He said, ""A thousand.""  
  
""A thousand Christmas trees!—at what apiece?""  
  
He felt some need of softening that to me:       
""A thousand trees would come to thirty dollars.""  
  
Then I was certain I had never meant  
To let him have them. Never show surprise!  
But thirty dollars seemed so small beside  
The extent of pasture I should strip, three cents    
(For that was all they figured out apiece)—   
Three cents so small beside the dollar friends  
I should be writing to within the hour  
Would pay in cities for good trees like those,  
Regular vestry-trees whole Sunday Schools     
Could hang enough on to pick off enough.
  
A thousand Christmas trees I didn't know I had!  
Worth three cents more to give away than sell,  
As may be shown by a simple calculation.  
Too bad I couldn't lay one in a letter.       
I can't help wishing I could send you one,  
In wishing you herewith a Merry Christmas."
The Shivering Beggar,"Near Clapham village, where fields began,  
Saint Edward met a beggar man.  
It was Christmas morning, the church bells tolled,  
The old man trembled for the fierce cold.  
  
Saint Edward cried, ""It is monstrous sin
A beggar to lie in rags so thin!  
An old gray-beard and the frost so keen:  
I shall give him my fur-lined gaberdine.""  
  
He stripped off his gaberdine of scarlet  
And wrapped it round the aged varlet,  
Who clutched at the folds with a muttered curse,  
Quaking and chattering seven times worse.  
  
Said Edward, ""Sir, it would seem you freeze  
Most bitter at your extremities.  
Here are gloves and shoes and stockings also,
That warm upon your way you may go.""  
  
The man took stocking and shoe and glove,  
Blaspheming Christ our Saviour’s love,  
Yet seemed to find but little relief,  
Shaking and shivering like a leaf.  
  
Said the saint again, ""I have no great riches,  
Yet take this tunic, take these breeches,  
My shirt and my vest, take everything,  
And give due thanks to Jesus the King.""  
  
The saint stood naked upon the snow  
Long miles from where he was lodged at Bowe,  
Praying, ""O God! my faith, it grows faint!  
This would try the temper of any saint.  
  
""Make clean my heart, Almighty, I pray,  
And drive these sinful thoughts away.    
Make clean my heart if it be Thy will,  
This damned old rascal’s shivering still!""  
  
He stooped, he touched the beggar man’s shoulder;  
He asked him did the frost nip colder?  
""Frost!"" said the beggar, ""no, stupid lad!
’Tis the palsy makes me shiver so bad."""
Burning the Fields,"     1.

In the windless late sunlight of August,
my father set fire to a globe of twine. At his back,
the harvested acres of bluegrass and timothy
rippled. I watched from a shallow hill
as the globe, chained to the flank of his pickup truck,
galloped and bucked down a yellow row, arced
at the fire trench, circled back,
arced again, the flames behind
sketching first a C, then closing to O—a word
or wreath, a flapping, slack-based heart,

gradually filling. To me at least. To the mare
beside me, my father dragged a gleaming fence,
some cinch-corral she might have known,
the way the walls moved rhythmically,
in and in. And to the crows, manic
on the thermals? A crescent of their planet,

gone to sudden sun. I watched one stutter
past the fence line, then settle
on a Hereford's tufted nape,
as if to peck some safer grain, as if
the red-cast back it rode
contained no transformations.

     2.

A seepage, then, from the fire's edge: there
and there, the russet flood of rabbits.
Over the sounds of burning, their haunted calls
began, shrill and wavering, as if
their dormant voice strings
had tightened into threads of glass.

In an instant they were gone—the rabbits,
their voices—over the fire trench,
into the fallows. My father walked
near the burn line, waved up to me, and from
that wave, or the rippled film of heat,

I remembered our porch in an August wind,
how he stepped through the weathered doorway,
his hand outstretched with some
book-pressed flower, orchid or lily, withered
to a parchment brown. Here, he said, but
as he spoke it atomized before us—
pulp and stem, the pollened tongue,
dreadful in the dancing air.

     3.

Scummed and boxcar thin,
six glass-walled houses stretched beside our fields.
Inside them, lilies, lilies—

a thousand shades of white, I think.
Eggshell, oyster, parchment, flax.

Far down the black-mulched beds, they seemed
ancestral to me, the fluted heads of
dowagers, their meaty, groping,
silent tongues. They seemed
to form perspective's chain:
cinder, bone, divinity . . .

     4.

My father waved. The crows set down.
By evening, our fields took the texture
of freshened clay, a sleek
and water-bloated sheen, although no water
rested there—just heat and ash
united in a slick mirage. I crossed the fence line,
circled closer, the grasses all around me
collapsing into tufts of smoke. Then as I bent
I saw the shapes, rows and rows of tougher stems—

brittle, black, metallic wisps, like something grown
to echo grass. The soot was warm,
the sky held smoke in a jaundiced wing,
and as a breeze crossed slowly through,
stems glowed—then ebbed—
consecutively. And so revealed a kind of path,
and then a kind of journey."
Windows,"When the cow died by the green sapling,
her limp udder splayed on the grass
like something from the sea, we offered
our words in their low calibrations—
which was our fashion—then severed
her horns with a pug-toothed blade
and pounded them out to an amber
transparency, two sheets that became,
in their moth-wing haze, our parlor windows.
They softened our guests with the gauze-light
of the Scriptures, and rendered to us,
on our merriest days, the sensation
of gazing through the feet of a gander.
In time we moved up to the status
of glass—one pane, then two—each
cupping in proof of its purity
a dimple of fault, a form of distortion
enhancing our image. We took the panes
with us from cottage to cottage,
moth-horn and glass, and wedged up
the misfitted gaps with a poultice
of gunny and wax. When woodsmoke
darkened our bricks, we gave
to the windowsills a lacquer
of color—clear blue with a lattice
of yellow: a primary entrance and exit
for light. And often, walking home
from the river and small cheese shop,
we would squint their colors to a sapling
green, and remember the hull
of that early body, the slap of fear
we suffered there, then the little wash
of recovery that is our fashion—how
we stroked to her bones a cadenced droning,
and took back from her absence, our
amber, half-literal method of sight."
Flight,"Osseous, aqueous, cardiac, hepatic—
back from bone the echoes stroke, back
from the halved heart, the lungs
three years of weightlessness have cinched to gills.
From a leather chaise, the astronaut’s withered legs
dangle, as back they come, sounds
a beaked percussion hammer startles into shape.
The physician cocks his head and taps—exactly
as a splitter halves his slate, the metamorphic rock
chisel-shocked, then shocked again, halved

and halved, until a roof appears, black as space.
I’m gaining ground, he says, the astronaut,
who knows, from space, earth is just a blue-green glow,
a pilot light he circled once, lifted, swiftly flown
above the rafters and atmospheres, half himself
and half again some metamorphic click, 
extinct as memory.  I’m gaining ground,
he says, and back it comes, his glint
of cloud-crossed world:  a pilot light
or swaddled leaf, green in the season’s infancy."
The Fish,""". . . tomorrow I look forward to a greater harvest.""
     —Charles Darwin, 1832


Month after dry month, then suddenly
a brief rain has delivered to the fractured hillsides
a haze of grass. So sparse it might be
a figment of the heart. Yet its path
on the outstretched hand is true—brush and retreat—
like the breaths of a spaniel.

There are buried in the decks of certain ships
melon-sized prisms of glass, dangling their apices
to the cabins below. Through
their forked, pyramidic ziggings, daylight
is offered to the mess tables, to the tinware,
the gun-gray curlings of salt-tongue.
Not rainbowed at all, the light
approaches the face of each sailor
in segments, like the light in a spine of
train car windows. Then fuses, of course, when it
marries the retina, its chopped evolution

lost in the stasis of the visible.
We turn homeward soon. I remember
the seam lines of southern constellations, and the twin
tornadoes of a waterspout: one funnel
of wind reaching down from a cloud,
one funnel of sea reaching upward. They met
with the waist of an hourglass—in perfect reflection,
as we, through the Archer, the Scorpion, the Painter,
call forth from the evening some
celestial repetition of our shared churnings.

We shattered the spout
with shotguns that kicked like the guns of my childhood
when leaves were a prune-mulch and my sisters
stood at the rim of the orchard.
Katty. Caroline. Susan. Marianne.
In the temperate wind, their dresses and sashes,
the variegated strands of their hair, were
the nothing of wood smoke. Steam.

I cannot foretell our conclusion.

But once, through a pleat-work of waves,
I watched as a cormorant caught and released
a single fish. Eight times. Trapped and released.
Diving into an absence, the fish
re-entered my vision in segments, arcing
through the pivot of the bird's beak. Magnificent,
I thought, each singular visit, each
chattering half-step from the sea."
In the Memphis Airport,"Above the concourse, from a beam,
A little warbler pours forth song.
Beneath him, hurried humans stream:
Some draw wheeled suitcases along
Or from a beeping belt or purse
Apply a cell phone to an ear;
Some pause at banks of monitors
Where times and gates for flights appear.

Although by nature flight-endowed,
He seems too gentle to reproach
These souls who soon will climb through cloud
In first class, business class, and coach.
He may feel that it's his mistake
He’s here, but someone ought to bring
A net to catch and help him make
His own connections north to spring.

He cheeps and trills on, swift and sweet,
Though no one outside hears his strains.
There, telescopic tunnels greet
The cheeks of their arriving planes;
A ground crew welcomes and assists
Luggage that skycaps, treating bags
Like careful ornithologists,
Banded with destination tags."
